Src,Dst,LR
CALM1,HMMR,CALM1_HMMR
CALM1,ADCYAP1R1,CALM1_ADCYAP1R1
CALM1,OPRM1,CALM1_OPRM1
CALM1,RYR2,CALM1_RYR2
CALM1,GLP1R,CALM1_GLP1R
CALM1,SCN10A,CALM1_SCN10A
CALM1,AQP6,CALM1_AQP6
CALM1,PTPRA,CALM1_PTPRA
CALM1,SCN4A,CALM1_SCN4A
SEMA4F,NRP2,SEMA4F_NRP2
GAD1,GRM4,GAD1_GRM4
ITIH2,FCER1A,ITIH2_FCER1A
PYY,DPP4,PYY_DPP4
TGM2,ITGA4,TGM2_ITGA4
TGM2,TBXA2R,TGM2_TBXA2R
PTGS2,ALOX5,PTGS2_ALOX5
EFNA3,EPHB6,EFNA3_EPHB6
EFNA3,EPHA10,EFNA3_EPHA10
NGF,TRPV1,NGF_TRPV1
NGF,MAGED1,NGF_MAGED1
NGF,BEX3,NGF_BEX3
CD40LG,TRAF3,CD40LG_TRAF3
GNAS,GLP1R,GNAS_GLP1R
GNAS,ADCY7,GNAS_ADCY7
MMP9,ITGAM,MMP9_ITGAM
MMP9,RECK,MMP9_RECK
SPTAN1,PTPRA,SPTAN1_PTPRA
PLAU,ITGAM,PLAU_ITGAM
PLAU,VLDLR,PLAU_VLDLR
PLAU,ITGB1,PLAU_ITGB1
F10,ITGAM,F10_ITGAM
FGF14,FGFR2,FGF14_FGFR2
FGF14,FGFR1,FGF14_FGFR1
ACTR2,LDLR,ACTR2_LDLR
SHBG,CLDN4,SHBG_CLDN4
LAMB3,CD151,LAMB3_CD151
LGALS9,SLC1A5,LGALS9_SLC1A5
PDCD1LG2,PDCD2,PDCD1LG2_PDCD2
DSCAM,DCC,DSCAM_DCC
TF,HFE,TF_HFE
PTPN6,CD300LF,PTPN6_CD300LF
C1QTNF5,MFRP,C1QTNF5_MFRP
HSPA8,LDLR,HSPA8_LDLR
S100A10,CFTR,S100A10_CFTR
SHANK2,CFTR,SHANK2_CFTR
PLAU,ITGA3,PLAU_ITGA3
LGALS8,ITGA3,LGALS8_ITGA3
COL18A1,ITGA3,COL18A1_ITGA3
SLPI,CD4,SLPI_CD4
CALM1,SCTR,CALM1_SCTR
CD70,TNFRSF17,CD70_TNFRSF17
CALML3,KCNQ1,CALML3_KCNQ1
CALM1,KCNQ1,CALM1_KCNQ1
CALM3,KCNQ1,CALM3_KCNQ1
RTN4,NGFR,RTN4_NGFR
OMG,NGFR,OMG_NGFR
FAM3C,GLRA2,FAM3C_GLRA2
RIMS1,SLC17A7,RIMS1_SLC17A7
KLK3,EPOR,KLK3_EPOR
S100A8,CD69,S100A8_CD69
CXCL13,OPRD1,CXCL13_OPRD1
CFC1,ACVR2A,CFC1_ACVR2A
GPC3,LRP1,GPC3_LRP1
F12,CD93,F12_CD93
GNAI2,S1PR4,GNAI2_S1PR4
TNFSF4,TRAF2,TNFSF4_TRAF2
TNF,TRAF2,TNF_TRAF2
FADD,TRAF2,FADD_TRAF2
GSTP1,TRAF2,GSTP1_TRAF2
CLEC3A,CLEC10A,CLEC3A_CLEC10A
PCSK9,SORT1,PCSK9_SORT1
PSAP,SORT1,PSAP_SORT1
NGF,KIDINS220,NGF_KIDINS220
HDC,HRH4,HDC_HRH4
LAMA1,NT5E,LAMA1_NT5E
CALM1,MIP,CALM1_MIP
LTA,RIPK1,LTA_RIPK1
CD14,RIPK1,CD14_RIPK1
HMGB1,TLR2,HMGB1_TLR2
CCN6,SORL1,CCN6_SORL1
MDK,SORL1,MDK_SORL1
ASIP,MGRN1,ASIP_MGRN1
CALM1,GLP2R,CALM1_GLP2R
CALM1,TRPC5,CALM1_TRPC5
CALM3,TRPC5,CALM3_TRPC5
CALM1,KCNN4,CALM1_KCNN4
EGF,PLD2,EGF_PLD2
CRISP3,A1BG,CRISP3_A1BG
HSPA1A,GRIN2D,HSPA1A_GRIN2D
ARPC5,LRP2,ARPC5_LRP2
GPC3,LRP2,GPC3_LRP2
CUBN,LRP2,CUBN_LRP2
HSPA8,LRP2,HSPA8_LRP2
ACTR2,LRP2,ACTR2_LRP2
SERPINC1,GPC1,SERPINC1_GPC1
TGM2,ITGA9,TGM2_ITGA9
AGT,ENPEP,AGT_ENPEP
NCAM1,CACNA1C,NCAM1_CACNA1C
RIMS1,CACNA1C,RIMS1_CACNA1C
CALM1,CACNA1C,CALM1_CACNA1C
CALM3,CACNA1C,CALM3_CACNA1C
SCGB1A1,LMBR1L,SCGB1A1_LMBR1L
CAMP,IGF1R,CAMP_IGF1R
MMP9,IFNAR1,MMP9_IFNAR1
PTPN11,FCRL4,PTPN11_FCRL4
PTPN6,FCRL4,PTPN6_FCRL4
CALM1,PTH2R,CALM1_PTH2R
NRTN,GFRA3,NRTN_GFRA3
GDNF,GFRA3,GDNF_GFRA3
CAMP,EGFR,CAMP_EGFR
CNTF,EGFR,CNTF_EGFR
CALM1,HTR2C,CALM1_HTR2C
NTNG2,LRRC4C,NTNG2_LRRC4C
SPINT1,ST14,SPINT1_ST14
SORBS1,ITGA1,SORBS1_ITGA1
FBN1,ITGB6,FBN1_ITGB6
SFTPD,LY96,SFTPD_LY96
BGN,LY96,BGN_LY96
GNAS,ADCY8,GNAS_ADCY8
GNAI2,ADCY8,GNAI2_ADCY8
CALM3,ADCY8,CALM3_ADCY8
MDK,GPC2,MDK_GPC2
PLAU,ITGA5,PLAU_ITGA5
GNAS,ADCY9,GNAS_ADCY9
GNAI2,ADCY9,GNAI2_ADCY9
PLAU,ITGB5,PLAU_ITGB5
SORBS1,ITGB5,SORBS1_ITGB5
COL18A1,ITGB5,COL18A1_ITGB5
NUCB2,ERAP1,NUCB2_ERAP1
RIMS1,SLC18A2,RIMS1_SLC18A2
HSPA8,ADRB2,HSPA8_ADRB2
ACTR2,ADRB2,ACTR2_ADRB2
GNAI2,S1PR1,GNAI2_S1PR1
CALM1,GRM5,CALM1_GRM5
GNAI2,CHRM1,GNAI2_CHRM1
CALM1,GP6,CALM1_GP6
CRISP2,CATSPER1,CRISP2_CATSPER1
SHBG,GPRC6A,SHBG_GPRC6A
CALM1,AQP1,CALM1_AQP1
PDX1,SLC2A2,PDX1_SLC2A2
CALM1,VIPR1,CALM1_VIPR1
CALM1,CNGA2,CALM1_CNGA2
RGMA,HJV,RGMA_HJV
NRG1,MS4A4A,NRG1_MS4A4A
CCN1,CAV1,CCN1_CAV1
WNT5B,KLRG2,WNT5B_KLRG2
TNF,TRADD,TNF_TRADD
SHBG,SLC37A1,SHBG_SLC37A1
CALM1,KCNQ5,CALM1_KCNQ5
PTPN6,CLEC12A,PTPN6_CLEC12A
CALM1,FAS,CALM1_FAS
PIGA,PIGR,PIGA_PIGR
MBL2,CALCR,MBL2_CALCR
GSTO1,RYR1,GSTO1_RYR1
GCG,DPP4,GCG_DPP4
NPPB,DPP4,NPPB_DPP4
NPY,DPP4,NPY_DPP4
VIP,DPP4,VIP_DPP4
ADA,DPP4,ADA_DPP4
MMP9,TLR9,MMP9_TLR9
HRAS,TLR9,HRAS_TLR9
C1QA,CR1,C1QA_CR1
GNAS,ADORA1,GNAS_ADORA1
CEACAM16,TECTB,CEACAM16_TECTB
BDNF,BEX3,BDNF_BEX3
CXCL12,SDC4,CXCL12_SDC4
LAMA1,SDC4,LAMA1_SDC4
HSPA1A,TLR4,HSPA1A_TLR4
RIMS1,SLC18A3,RIMS1_SLC18A3
PSAP,AR,PSAP_AR
COL8A2,SLC4A11,COL8A2_SLC4A11
SPTBN2,PTPRA,SPTBN2_PTPRA
NCAM1,PTPRA,NCAM1_PTPRA
IRAK4,TLR7,IRAK4_TLR7
APOC1,VLDLR,APOC1_VLDLR
CEACAM16,TECTA,CEACAM16_TECTA
TNF,TRPM2,TNF_TRPM2
IRAK4,TLR6,IRAK4_TLR6
FGF12,FGFR1,FGF12_FGFR1
VEGFC,CCBE1,VEGFC_CCBE1
FGF12,FGFR2,FGF12_FGFR2
RGMA,HFE,RGMA_HFE
VEGFA,GRIN2B,VEGFA_GRIN2B
ENTPD1,ADORA1,ENTPD1_ADORA1
ENTPD1,ADORA2A,ENTPD1_ADORA2A
ENTPD1,ADORA2B,ENTPD1_ADORA2B
ALB,B2M&FCGRT,ALB_B2M&FCGRT
ENTPD1,ADORA3,ENTPD1_ADORA3
GDF10,BMPR2,GDF10_BMPR2
PTPN6,EGFR,PTPN6_EGFR
TPSAB1,F2RL1,TPSAB1_F2RL1
PDAP1,PDGFRB,PDAP1_PDGFRB
IL16,KCNA3,IL16_KCNA3
IL16,KCND2,IL16_KCND2
SERPINA7,SLC16A2,SERPINA7_SLC16A2
IL16,KCND1,IL16_KCND1
IL16,GRIN2C,IL16_GRIN2C
ADCYAP1,DPP4,ADCYAP1_DPP4
CCL26,ACKR2,CCL26_ACKR2
RETN,CAP1,RETN_CAP1
NAMPT,ITGA5&ITGB1,NAMPT_ITGA5&ITGB1
ANGPTL4,SDC4,ANGPTL4_SDC4
MDK,NCL,MDK_NCL
PTN,SDC4,PTN_SDC4
PTN,NCL,PTN_NCL
C4A,CR2,C4A_CR2
KLK3,NTRK1,KLK3_NTRK1
SLURP1,CHRNB2,SLURP1_CHRNB2
SLURP1,CHRNB4,SLURP1_CHRNB4
SLURP1,CHRNA4,SLURP1_CHRNA4
SLURP1,CHRNA9,SLURP1_CHRNA9
SLURP1,CHRNA10,SLURP1_CHRNA10
SLURP2,CHRNB2,SLURP2_CHRNB2
SLURP2,CHRNB4,SLURP2_CHRNB4
SLURP2,CHRNA4,SLURP2_CHRNA4
SLURP2,CHRNA7,SLURP2_CHRNA7
GDF9,FXYD6,GDF9_FXYD6
GDF9,ORAI2,GDF9_ORAI2
LRP1B,PLAUR,LRP1B_PLAUR
PSAP,CELSR1,PSAP_CELSR1
PTN,CDH10,PTN_CDH10
SPP1,S1PR1,SPP1_S1PR1
IL12B,BOC,IL12B_BOC
PCSK9,CD81,PCSK9_CD81
TAC1,DPP4,TAC1_DPP4
LPA,TREM2,LPA_TREM2
SEMA3G,FCGR2A,SEMA3G_FCGR2A
LTF,TREML2,LTF_TREML2
PSG9,DCC,PSG9_DCC
F8,LRP2,F8_LRP2
PRL,ERBB2,PRL_ERBB2
LTF,IGDCC4,LTF_IGDCC4
MXRA5,ILDR1,MXRA5_ILDR1
PAM,DPP4,PAM_DPP4
PSG4,TNFSF8,PSG4_TNFSF8
FGF1,ITGB3,FGF1_ITGB3
B2M,CD1C,B2M_CD1C
TAC1,FAP,TAC1_FAP
BDNF,ERBB2,BDNF_ERBB2
IL23A,LILRB2,IL23A_LILRB2
LEP,ISLR2,LEP_ISLR2
NRG2,MOG,NRG2_MOG
CD40LG,CD53,CD40LG_CD53
MXRA5,SCN2B,MXRA5_SCN2B
S100A4,ERBB3,S100A4_ERBB3
MXRA5,MAG,MXRA5_MAG
HAPLN1,ADGRA2,HAPLN1_ADGRA2
BMP5,PTPRD,BMP5_PTPRD
ADO,ADORA3,ADO_ADORA3
TGFA,PTPRD,TGFA_PTPRD
MXRA5,PILRB,MXRA5_PILRB
MXRA5,PILRA,MXRA5_PILRA
SEMA3E,NRP2,SEMA3E_NRP2
FSTL5,CEACAM19,FSTL5_CEACAM19
APOO,IL1RAPL2,APOO_IL1RAPL2
AMH,GREM2,AMH_GREM2
FSTL5,SIGLEC6,FSTL5_SIGLEC6
PLA2G2A,ERBB3,PLA2G2A_ERBB3
IGSF10,CD200R1L,IGSF10_CD200R1L
BTN1A1,TARM1,BTN1A1_TARM1
CNMD,PTPRD,CNMD_PTPRD
CNTN4,APLP1,CNTN4_APLP1
NPY,ADRB1,NPY_ADRB1
RSPO3,ZNRF3,RSPO3_ZNRF3
BTN1A1,NEGR1,BTN1A1_NEGR1
SEMA3G,LILRA3,SEMA3G_LILRA3
LTF,TNFRSF11B,LTF_TNFRSF11B
SEMA3G,GP6,SEMA3G_GP6
PSG9,DSCAM,PSG9_DSCAM
IL23A,LILRA1,IL23A_LILRA1
WFIKKN2,IGDCC4,WFIKKN2_IGDCC4
F12,GP5,F12_GP5
FGF2,ITGB3,FGF2_ITGB3
CD40LG,CD9,CD40LG_CD9
BMP15,TGFBR1,BMP15_TGFBR1
WFIKKN2,PRTG,WFIKKN2_PRTG
ADM,DCLK3,ADM_DCLK3
TNFSF9,FCRL1,TNFSF9_FCRL1
FSTL5,LILRB2,FSTL5_LILRB2
ANGPTL7,LILRB2,ANGPTL7_LILRB2
ANGPTL1,ITGA1&ITGB1,ANGPTL1_ITGA1&ITGB1
NR0B2,FGFRL1,NR0B2_FGFRL1
GRP,FAP,GRP_FAP
PSG4,DSCAM,PSG4_DSCAM
VEGFA,CD44,VEGFA_CD44
SLITRK1,TNFRSF11B,SLITRK1_TNFRSF11B
TIMP3,DDR1,TIMP3_DDR1
SPARC,FGFR1,SPARC_FGFR1
MXRA5,CD69,MXRA5_CD69
NGF,ERBB2,NGF_ERBB2
SLC6A8,LIFR,SLC6A8_LIFR
F11,GP1BB,F11_GP1BB
SPARC,ENG,SPARC_ENG
NRG1,FCAMR,NRG1_FCAMR
VWF,ITGA4,VWF_ITGA4
MXRA5,MPIG6B,MXRA5_MPIG6B
IL23A,SIGLEC6,IL23A_SIGLEC6
CALCA,DCLK3,CALCA_DCLK3
HAPLN1,PRTG,HAPLN1_PRTG
FSTL5,LILRA1,FSTL5_LILRA1
F11,GP9,F11_GP9
LGALS3,ENG,LGALS3_ENG
NRG2,NRP2,NRG2_NRP2
HAPLN1,TREML2,HAPLN1_TREML2
EGF,TNFRSF11B,EGF_TNFRSF11B
MXRA5,AGER,MXRA5_AGER
BMP4,GREM2,BMP4_GREM2
NRG2,LRRTM2,NRG2_LRRTM2
PSG6,DSCAM,PSG6_DSCAM
RSPO4,ZNRF3,RSPO4_ZNRF3
CXCL10,TLR4,CXCL10_TLR4
WFIKKN2,IGDCC3,WFIKKN2_IGDCC3
PCSK9,LRP8,PCSK9_LRP8
F11,GP5,F11_GP5
MIA,ITGA5&ITGB1,MIA_ITGA5&ITGB1
MIA,ITGA4&ITGB1,MIA_ITGA4&ITGB1
MXRA5,MFAP3L,MXRA5_MFAP3L
IMPG2,PRLR,IMPG2_PRLR
NRG2,MPIG6B,NRG2_MPIG6B
VWF,ITGB1,VWF_ITGB1
IL21,IL4R,IL21_IL4R
LTF,BTN3A2,LTF_BTN3A2
IGFBPL1,DCC,IGFBPL1_DCC
IGSF10,MAG,IGSF10_MAG
S100A10,HTR1B,S100A10_HTR1B
ADM2,DCLK3,ADM2_DCLK3
FGB,CDH5,FGB_CDH5
PCSK9,CD36,PCSK9_CD36
SLITRK1,ENPEP,SLITRK1_ENPEP
IL5,CSF2RA,IL5_CSF2RA
CD59,STAB1,CD59_STAB1
FSTL5,CNTN5,FSTL5_CNTN5
KITLG,LRRN3,KITLG_LRRN3
IL10,CD27,IL10_CD27
NPPB,FAP,NPPB_FAP
MXRA5,AXL,MXRA5_AXL
MIA,ITGA5,MIA_ITGA5
VIP,ADRB1,VIP_ADRB1
RARRES1,NRP2,RARRES1_NRP2
BPI,SLAMF9,BPI_SLAMF9
IGSF1,ACVR1B,IGSF1_ACVR1B
FRS3,FGFR1,FRS3_FGFR1
SOCS2,EPOR,SOCS2_EPOR
PI16,MFAP3L,PI16_MFAP3L
HAPLN1,IL1RL1,HAPLN1_IL1RL1
PSG5,PDGFRA,PSG5_PDGFRA
GH1,EPOR,GH1_EPOR
PSG7,DSCAM,PSG7_DSCAM
IL11,IL6R,IL11_IL6R
VWF,ITGA9,VWF_ITGA9
TGFB1,LPP,TGFB1_LPP
ADM,ACKR3,ADM_ACKR3
HAPLN1,IGDCC4,HAPLN1_IGDCC4
IGSF10,SLAMF9,IGSF10_SLAMF9
ETV5,ERBB2,ETV5_ERBB2
CCL5,DPP4,CCL5_DPP4
MXRA5,SIGLEC7,MXRA5_SIGLEC7
PSG5,TNFRSF12A,PSG5_TNFRSF12A
CALCA,ACKR3,CALCA_ACKR3
GPC3,FLT1,GPC3_FLT1
HAPLN1,TNFRSF11B,HAPLN1_TNFRSF11B
CNTN6,PTPRG,CNTN6_PTPRG
MBL2,C1QB,MBL2_C1QB
ADO,ADORA2B,ADO_ADORA2B
SCEL,ENG,SCEL_ENG
APOB,TREM2,APOB_TREM2
CLCF1,SORL1,CLCF1_SORL1
GPC3,UNC5C,GPC3_UNC5C
F12,GP9,F12_GP9
GHRH,DPP4,GHRH_DPP4
CNTN4,LVRN,CNTN4_LVRN
FSTL5,GP6,FSTL5_GP6
LTF,BOC,LTF_BOC
SNX14,HTR6,SNX14_HTR6
SLIT2,PLXNA1,SLIT2_PLXNA1
LTF,AGER,LTF_AGER
HAPLN1,MPIG6B,HAPLN1_MPIG6B
WNT7B,ADGRA2,WNT7B_ADGRA2
IFNA2,CR2,IFNA2_CR2
IGFBP7,MPIG6B,IGFBP7_MPIG6B
IL10,CD70,IL10_CD70
ADO,ADORA1,ADO_ADORA1
F12,GP1BB,F12_GP1BB
GDF11,ACVR1C,GDF11_ACVR1C
GPC3,VSIG10L,GPC3_VSIG10L
IFNG,MPL,IFNG_MPL
FSTL5,IL6R,FSTL5_IL6R
MBL2,LRP1,MBL2_LRP1
GCG,FAP,GCG_FAP
HAPLN1,AGER,HAPLN1_AGER
PSG7,DCC,PSG7_DCC
IL6,MUSK,IL6_MUSK
PSG9,AXL,PSG9_AXL
NTN1,DSCAM,NTN1_DSCAM
AGRP,MC1R,AGRP_MC1R
IL4,IL21R,IL4_IL21R
MXRA5,SIGLEC8,MXRA5_SIGLEC8
GIP,FAP,GIP_FAP
TPSB2,F2RL1,TPSB2_F2RL1
GPC3,UNC5D,GPC3_UNC5D
PLA2G2A,EGFR,PLA2G2A_EGFR
NRG1,SIGLEC7,NRG1_SIGLEC7
AGRP,SDC1,AGRP_SDC1
PI16,TNFRSF21,PI16_TNFRSF21
IGSF10,MILR1,IGSF10_MILR1
RSPO1,RNF43,RSPO1_RNF43
RSPO4,RNF43,RSPO4_RNF43
FSTL5,CHL1,FSTL5_CHL1
WNT7A,ADGRA2,WNT7A_ADGRA2
POMC,MRAP,POMC_MRAP
GPC3,TNFRSF11B,GPC3_TNFRSF11B
TNFSF10,CCR6,TNFSF10_CCR6
IL23A,GP6,IL23A_GP6
NPY,ADRB2,NPY_ADRB2
IL6,FCGR3B,IL6_FCGR3B
LGALS3,MCAM,LGALS3_MCAM
LTF,IL1RL1,LTF_IL1RL1
PAM,FAP,PAM_FAP
FSTL5,SDK2,FSTL5_SDK2
TREML4,SIGLEC8,TREML4_SIGLEC8
F8,LRP4,F8_LRP4
RSPO3,RNF43,RSPO3_RNF43
SCUBE2,KDR,SCUBE2_KDR
DBP,ACKR1,DBP_ACKR1
MFGE8,ITGB5,MFGE8_ITGB5
C4A,CD46,C4A_CD46
BMP7,ACVR1B,BMP7_ACVR1B
PSG7,CLEC4A,PSG7_CLEC4A
IL3,CSF2RA,IL3_CSF2RA
IL10,IFNLR1,IL10_IFNLR1
ADO,ADORA2A,ADO_ADORA2A
ANGPTL1,LILRB2,ANGPTL1_LILRB2
MIA,ITGA4,MIA_ITGA4
CD1D,CEACAM5,CD1D_CEACAM5
ENTPD1,TMIGD3,ENTPD1_TMIGD3
CNTF,CRLF1,CNTF_CRLF1
IL22,IL20RA,IL22_IL20RA
NRG3,EGFR,NRG3_EGFR
CSF1,CSF2RA,CSF1_CSF2RA
CSF3,CSF2RA,CSF3_CSF2RA
MAML2,NOTCH2,MAML2_NOTCH2
MAML2,NOTCH3,MAML2_NOTCH3
MAML2,NOTCH1,MAML2_NOTCH1
MAML2,NOTCH4,MAML2_NOTCH4
BMP6,AMHR2,BMP6_AMHR2
GDF11,ACTR2,GDF11_ACTR2
GDF1,ACTR2,GDF1_ACTR2
INHBA,ACTR2,INHBA_ACTR2
BMP7,ACTR2,BMP7_ACTR2
BMP2,ACTR2,BMP2_ACTR2
BMP15,ACTR2,BMP15_ACTR2
CSF1,CSF3R,CSF1_CSF3R
IL36G,IFNAR1,IL36G_IFNAR1
IL36G,IFNAR2,IL36G_IFNAR2
