ligand,receptor
ADCYAP1,GPR20
ADM,GPR20
POMC,GPR20
CGA,GPR20
GCG,GPR20
RLN2,GPR20
CALCB,GPR20
AVP,GPR20
RLN3,GPR20
ADM2,GPR20
PTHLH,GPR20
NPS,GPR20
FSHB,GPR20
INSL3,GPR20
NPNT,ITGA8
AGRN,LRP4
NRG1,LGR4
TNFSF11,LGR4
MEPE,PHEX
COL8A2,SLC4A11
SPTBN2,PTPRA
NCAM1,PTPRA
IRAK4,TLR7
CCL5,SDC1
SLIT2,SDC1
IL6,IL6ST
LAMA1,TMPRSS6
B2M,KLRC2
HLA-G,KLRD1
B2M,KLRD1
HLA-B,KLRD1
LRPAP1,VLDLR
APOC1,VLDLR
APOC4,VLDLR
GDF2,ACVRL1
ALKAL2,ALK
EFNA4,EPHA6
HLA-G,KIR3DL1
B2M,KIR3DL1
HLA-B,KIR3DL1
B2M,LILRB2
HLA-A,LILRB2
INS,LILRB2
HLA-B,LILRB2
CEACAM16,TECTA
TNF,VSIR
VEGFC,ITGB1
LAMA2,ITGB1
LAMB2,ITGB1
NPNT,ITGB1
DSPP,ITGB1
MDK,ITGB1
COL4A4,ITGB1
RELN,ITGB1
COL4A3,ITGB1
ADAM9,ITGB1
CHAD,ITGB1
ANGPT1,ITGB1
VEGFA,ITGB1
MDK,ITGA4
IL6,HRH1
CCN1,ITGB2
SPON2,ITGB2
ICAM2,ITGB2
TNF,TRPM2
FGF1,FGFRL1
VEGFA,SIRPA
IFNE,ADGRV1
SYTL3,NRXN1
LAMA2,ITGA6
ADAM9,ITGA6
SLIT2,DCC
IRAK4,TLR6
FGF12,FGFR1
PRG4,CD44
FGF1,CD44
VIM,CD44
RGMA,BMPR1B
VEGFC,CCBE1
FGF21,FGFR2
NCAM1,FGFR2
FGF12,FGFR2
CXCL17,GPR35
CCL23,ACKR2
CCL3L3,ACKR2
B2M,HFE
RGMA,HFE
NCAM1,ROBO1
RGMA,TFR2
NTF4,NTRK1
B2M,CD3G
B2M,KLRC1
PTHLH,TSHR
ADCYAP1,TSHR
CCL4,CCR3
CCL18,CCR3
SPON2,ITGAM
GDF10,ACVR1B
ADCYAP1,GPR84
CGA,GPR84
VEGFA,ITGB3
VEGFA,GRIN2B
CFHR1,LBP
CLEC3B,HGF
CREG1,IGF2R
CRHBP,UCN
CRP,EGFR
CSHL1,PRLR
CSN3,IKBKG
CYR61,ITGAV
CYR61,ITGB5
DCN,COL14A1
ESM1,ITGAL
FBLN1,APP
FST,INHBA
GFER,ESR1
GSN,AR
IGFALS,IGFBP3
IGFALS,IGFBP5
IGFBP3,IGFALS
IGFBP3,CD44
IGFBP3,IGF1R
LBP,CD14
LGALS3,FCGR2A
NOV,ITGAV
NOV,NOTCH1
NPY,PPYR1
NTN4,NEO1
PGC,ESR1
SRPX2,PLAUR
TGFBI,ITGAV
TGFBI,ITGB1
WNT8,FZD5
WNT8,FZD7
WNT8,FZD1
WNT10B,FZD5
FIGF,FLT4
FIGF,KDR
IL8,CXCR1
IL8,CXCR2
CCL4L2,CCR5
IFNK,IFNAR1
IFNK,IFNAR2
CCL3L1,CCR5
TPO,MPL
PLEKHO2,PDGFRB
INHBE,ACVR1
INHBE,ACVR1B
TSLP,CRLF2
CCL4L1,CCR5
LAMC3,ITGA1
LAMC3,ITGA7
LAMC3,ITGA9
LAMC3,ITGAV
LAMC3,ITGB8
COL1A1,ITGA3
COL1A1,ITGA9
COL1A1,ITGB8
COL1A1,ITGA10
COL1A2,ITGA3
COL1A2,ITGA9
COL1A2,ITGB8
COL1A2,ITGA10
COL2A1,ITGA11
COL2A1,ITGA3
COL2A1,ITGA9
COL2A1,ITGAV
COL2A1,ITGB8
COL3A1,ITGA11
COL3A1,ITGA1
COL3A1,ITGA3
COL3A1,ITGA9
COL3A1,ITGAV
COL3A1,ITGB8
COL3A1,GP6
COL3A1,SDC1
COL3A1,SDC4
COL3A1,ITGA10
COL3A1,CD44
COL4A1,ITGA11
COL4A1,ITGA3
COL4A1,ITGA9
COL4A1,ITGA10
COL4A2,ITGA11
COL4A2,ITGA1
COL4A2,ITGA2
COL4A2,ITGA3
COL4A2,ITGA9
COL4A2,ITGAV
COL4A2,ITGB1
COL4A2,ITGB8
COL4A2,ITGA10
COL4A3,ITGA11
COL4A3,ITGA9
COL4A3,ITGB8
COL4A3,ITGA10
COL4A4,ITGA11
COL4A4,ITGA3
COL4A4,ITGA9
COL4A4,ITGB8
COL4A4,ITGA10
COL4A5,ITGA11
COL4A5,ITGA3
COL4A5,ITGA9
COL4A5,ITGB8
COL4A5,ITGA10
COL4A6,ITGA11
COL4A6,ITGA3
COL4A6,ITGA9
COL4A6,ITGB8
COL4A6,ITGA10
COL5A1,ITGA11
COL5A1,ITGA2
COL5A1,ITGA3
COL5A1,ITGA9
COL5A1,ITGAV
COL5A1,ITGB8
COL5A1,GP6
COL5A1,SDC1
COL5A1,SDC4
COL5A1,ITGA10
COL5A1,CD44
COL5A2,ITGA11
COL5A2,ITGA2
COL5A2,ITGA3
COL5A2,ITGA9
COL5A2,ITGAV
COL5A2,ITGB8
COL5A2,GP6
COL5A2,SDC1
COL5A2,SDC4
COL5A2,ITGA10
COL5A2,CD44
COL6A1,ITGA11
COL6A1,ITGA3
COL6A1,ITGA9
COL6A1,ITGAV
COL6A1,ITGB8
COL6A1,ITGA10
COL6A2,ITGA11
COL6A2,ITGA3
COL6A2,ITGA9
COL6A2,ITGAV
COL6A2,ITGB8
COL6A2,ITGA10
COL6A3,ITGA11
COL6A3,ITGA3
COL6A3,ITGA9
COL6A3,ITGAV
COL6A3,ITGB8
COL6A3,ITGA10
COL11A1,ITGA11
COL11A1,ITGA1
COL11A1,ITGA3
COL11A1,ITGA9
COL11A1,ITGAV
COL11A1,ITGB8
COL11A1,GP6
COL11A1,SDC1
COL11A1,SDC4
COL11A1,ITGA10
COL11A1,CD44
COL11A2,ITGA11
COL11A2,ITGA1
COL11A2,ITGA2
COL11A2,ITGA3
COL11A2,ITGA9
COL11A2,ITGAV
COL11A2,ITGB1
COL11A2,ITGB8
COL11A2,GP6
COL11A2,SDC1
COL11A2,SDC4
COL11A2,ITGA10
COL11A2,CD44
COMP,ITGA2B
COMP,ITGA3
COMP,ITGAV
COL6A6,ITGA11
COL6A6,ITGA1
COL6A6,ITGA2
COL6A6,ITGA3
COL6A6,ITGA9
COL6A6,ITGAV
COL6A6,ITGB1
COL6A6,ITGB8
COL6A6,ITGA10
LAMB4,DAG1
LAMB4,SV2C
LAMB4,ITGA6
LAMB4,ITGA1
LAMB4,ITGA2
LAMB4,ITGA3
LAMB4,ITGA7
LAMB4,ITGA9
LAMB4,ITGAV
LAMB4,ITGB1
LAMB4,ITGB4
LAMB4,ITGB8
LAMB4,CD44
LAMB4,SV2B
LAMB4,SV2A
COL24A1,ITGA11
COL24A1,ITGA1
COL24A1,ITGA2
COL24A1,ITGA3
COL24A1,ITGA9
COL24A1,ITGAV
COL24A1,ITGB1
COL24A1,ITGB8
COL24A1,GP6
COL24A1,SDC1
COL24A1,SDC4
COL24A1,ITGA10
COL24A1,CD44
LAMA1,ITGA9
LAMA1,ITGAV
IBSP,ITGB5
LAMA2,ITGA9
LAMA2,ITGAV
LAMA2,ITGB8
LAMA3,ITGA6
LAMA3,ITGA1
LAMA3,ITGA2
LAMA3,ITGA7
LAMA3,ITGA9
LAMA3,ITGAV
LAMA3,ITGB8
LAMA4,ITGA1
LAMA4,ITGA2
LAMA4,ITGA7
LAMA4,ITGA9
LAMA4,ITGB4
LAMA4,ITGB8
LAMA5,ITGA1
LAMA5,ITGA7
LAMA5,ITGA9
LAMA5,ITGAV
LAMA5,ITGB8
LAMB1,ITGA9
LAMB1,ITGB8
LAMB2,ITGA6
LAMB2,ITGA1
LAMB2,ITGA2
LAMB2,ITGA7
LAMB2,ITGA9
LAMB2,ITGAV
LAMB2,ITGB8
LAMB3,ITGA1
LAMB3,ITGA7
LAMB3,ITGA9
LAMB3,ITGAV
LAMB3,ITGB8
LAMC1,ITGA9
LAMC1,ITGB8
LAMC2,ITGA1
LAMC2,ITGA7
LAMC2,ITGA9
LAMC2,ITGAV
LAMC2,ITGB8
COL5A3,ITGA11
COL5A3,ITGA1
COL5A3,ITGA2
COL5A3,ITGA3
COL5A3,ITGA9
COL5A3,ITGAV
COL5A3,ITGB1
COL5A3,ITGB8
COL5A3,GP6
COL5A3,SDC1
COL5A3,SDC4
COL5A3,ITGA10
COL5A3,CD44
TNN,ITGA9
TNN,ITGAV
TNN,ITGB1
TNN,ITGB3
TNN,ITGB6
TNN,ITGA8
THBS1,ITGAV
THBS2,ITGA2B
THBS2,ITGA3
THBS2,ITGAV
THBS3,ITGA2B
THBS3,ITGA3
THBS3,ITGAV
THBS3,ITGB1
THBS3,ITGB3
THBS4,ITGA2B
THBS4,ITGA3
THBS4,ITGAV
THBS4,ITGB1
THBS4,ITGB3
TNR,ITGA9
TNR,ITGAV
TNR,ITGB1
TNR,ITGB3
TNR,ITGB6
TNR,ITGA8
TNXB,ITGA9
TNXB,ITGAV
TNXB,ITGB1
TNXB,ITGB3
TNXB,ITGB6
TNXB,ITGA8
VWF,GP1BB
VWF,GP5
VWF,GP9
VWF,ITGAV
CSH1,GHR
CSH2,GHR
TNF,LTBR
TNFSF7,TNFRSF7
TNFSF5,TNFRSF5
TNFSF6,TNFRSF6
TNFSF6,TNFRSF6B
TNFSF12,TNFRSF12
IL17,IL17R
FGF10,FGFR3
FGF10,FGFR4
FGF12B,FGFR1
FGF12B,FGFR2
FGF12B,FGFR3
FGF12B,FGFR4
NGFB,NTRK1
NGFB,NGFR
NTF5,NTRK1
NTF5,NTRK2
NTF5,NTRK3
NTF5,NGFR
VEGF,FLT1
VEGF,KDR
VEGF,NRP1
VEGF,NRP2
DTR,EGFR
DTR,ERBB4
SCGF,KIT
MDK,PTPRB
PTN,KIAA0468
BMP2,ACVR2
BMP3,ACVR1
BMP3,ACVR2
BMP4,ACVR1
BMP4,ACVR2
BMP4,ACVR2B
BMP5,ACVR1
BMP5,ACVR2
BMP5,ACVR2B
BMP6,ACVR2
BMP6,ACVR2B
BMP7,ACVR2
BMP8,BMPR1A
BMP8,BMPR1B
BMP8,BMPR2
BMP8,ACVR1
BMP8,ACVR2
BMP8,ACVR2B
BMP10,ACVR1
BMP10,ACVR2
BMP10,ACVR2B
BMP15,ACVR1
BMP15,ACVR2
BMP15,ACVR2B
INHBA,ACVR2
INHBB,ACVR2
INHBC,ACVR2
INHA,ACVR1B
INHA,ACVR2
SCYC1,CCXCR1
SCYC2,CCXCR1
SCYD1,CX3CR1
SCYA11,CCR3
SCYA11,GPR9
SCYA11,CCR5
SCYA11,CCBP2
SCYA24,CCR3
SCYA23,CCR1
SCYA14,CCR1
SCYA14,CCBP2
SCYA26,CCR3
SCYA3,CCR1
SCYA3,CCR5
SCYA4,CCR5
SCYA4,CCR8
SCYA4,CCR1
SCYA4,CCBP2
SCYA15,CCR1
SCYA15,CCR3
SCYA1,CCR8
SCYA21,CCR7
SCYA21,GPR9
SCYA5,CCR1
SCYA5,CCR3
SCYA5,CCR4
SCYA5,CCR5
SCYA5,FY
SCYA5,CCBP2
SCYA2,CCR2
SCYA2,FY
SCYA2,CCR1
SCYA2,CCBP2
SCYA8,CCR2
SCYA8,CCR3
SCYA8,CCR5
SCYA8,CCR1
SCYA8,CCBP2
SCYA27,GPR2
SCYA7,CCR1
SCYA7,CCR2
SCYA7,CCR3
SCYA7,CCR5
SCYA7,CCBP2
SCYA13,CCR2
SCYA13,CCR3
SCYA13,CCR1
SCYA13,CCR5
SCYA13,CCBP2
SCYA17,CCR4
SCYA17,CCR8
SCYA20,CCR6
SCYA19,CCR7
SCYA25,CCR9
SCYA22,CCR4
IL8,IL8RA
IL8,IL8RB
IL8,FY
SCYB6,IL8RA
SCYB6,IL8RB
MIG,GPR9
SDF1,CXCR4
SCYB11,GPR9
SCYB5,IL8RB
SCYB5,IL8RA
SCYB10,GPR9
PPBP,IL8RB
PPBP,FY
GRO1,IL8RB
GRO1,FY
GRO2,IL8RB
GRO3,IL8RB
SCYB13,BLR1
WNT10A,FZD5
WNT10A,FZD7
WNT4,FZD5
WNT4,FZD7
FASL,FAS
AREGB,EGFR
AREG,ERBB2
AREGB,ERBB2
COL27A1,ITGA11
COL27A1,ITGA1
COL27A1,ITGA2
COL27A1,ITGA3
COL27A1,ITGA9
COL27A1,ITGAV
COL27A1,ITGB1
COL27A1,ITGB8
COL27A1,GP6
COL27A1,SDC1
COL27A1,SDC4
COL27A1,ITGA10
COL27A1,CD44
ADAM11,ITGA4
ADAM23,ITGA4
ADAM23,ITGA5
ADAM23,ITGB3
ADAM29,ITGA4
ADAM7,ITGA4
ADAM7,ITGB7
ADGRB1,RTN4R
ADGRB1,RTN4RL1
ADGRB1,RTN4RL2
ADM,MRGPRX2
ALCAM,CHL1
ALCAM,L1CAM
ALCAM,NRP1
ALKAL1,LTK
ALKAL2,LTK
AMBN,CD63
AMELX,CD63
AMELX,LAMP2
AMELY,CD63
AMELY,LAMP1
AMELY,LAMP2
ANG,PLXNB2
ANGPTL2,ITGA5
ANGPTL2,ITGB1
ANPEP,SELE
ANXA2,ROBO4
ANXA2,TLR2
APOB,ENO1
BGN,FGFR3
BMP2,RGMB
BMP4,CFC1
BMP4,RGMB
BMP7,HJV
BMP8A,ACVR2A
BMP8A,ACVR2B
BMP8A,TGFBR1
BMP8A,TGFBR2
BSG,SLC16A1
BSG,SLC16A7
C1QA,CD33
C1QB,CD33
C3,NRP1
C4A,NRP1
CADM1,CADM3
CADM1,CRTAM
CADM3,NECTIN1
CCL18,PITPNM3
CCL20,ACKR4
CCL21,CCR10
CCL3L1,CCR3
CCL4L1,CCR1
CCL4L1,CCR3
CCN1,SDC4
CCN2,FGFR2
CCN2,IGF2R
CCN4,ITGA5
CCN4,ITGB1
CD2,CD48
CD200,CD200R1L
CD200R1,CD200
CD209,ICAM3
CD244,CD48
CD28,CD80
CD28,CD86
CD34,SELE
CD38,PECAM1
CD48,CD2
CD84,CD84
CD9,L1CAM
CD99,PILRB
CEACAM1,HAVCR2
CEACAM6,CEACAM8
CEACAM8,CEACAM1
CFP,NCR1
CIRBP,TREM1
CLEC11A,ITGA10
CLEC11A,ITGA11
CLEC11A,ITGB1
CLEC4G,LAG3
CNTN1,PTPRZ1
CNTN6,NOTCH1
COL18A1,PTPRS
COL5A3,SDC3
COMP,ITGA5
CRLF1,CNTFR
CTHRC1,ROR2
CX3CL1,ITGAV
CX3CL1,ITGB3
CXADR,CXADR
CXADR,JAML
CXCL12,ITGA4
CXCL12,ITGA5
CXCL12,ITGAV
CXCL12,ITGB3
CYTL1,CCR2
DAG1,LAMA4
DCN,TLR2
DCN,TLR4
DKK1,LRP4
DKK2,KREMEN1
DKK2,LRP5
DKK4,KREMEN1
DKK4,KREMEN2
DNAJB11,PRTG
DSC1,DSG4
DSC2,DSG3
DSC2,DSG4
DSC3,DSG4
DSG2,DSC1
DSPP,ITGB6
ECM1,ITGB4
EDIL3,ITGB3
ENAM,CD63
EPCAM,EPCAM
EPHA4,EFNB1
EPO,CRLF3
FAM3C,LIFR
FAM3D,FPR1
FAM3D,FPR2
FGF1,CSPG4
FGF22,FGFRL1
FGF3,FGFRL1
FGF4,FGFRL1
FNDC5,ITGAV
FNDC5,ITGB5
FSTL1,DIP2A
FZD8,CKAP4
GDF1,ACVR1
GDF1,BMPR1A
GDF1,BMPR2
GDF3,TDGF1
GLG1,SELE
GNAS,ADRB2
GPHB5,TSHR
HAVCR1,CD300LB
HAVCR1,HAVCR1
HHLA2,TMIGD2
HLA-C,LILRA3
HMGB1,HAVCR2
ICOS,ICOSLG
IFNL4,IFNLR1
IFNL4,IL10RB
IGSF11,VSIR
IL17C,IL17RA
IL1RAPL1,PTPRD
IL1RAPL1,PTPRF
IL1RAPL1,PTPRS
IL26,IL20RB
IL32,ITGB3
IL34,PTPRZ1
IL36RN,IL1RL2
INHBA,ACVR1C
INHBB,CFC1
INHBB,CFC1B
ITGAV,THY1
ITGB2,THY1
JAML,CXADR
KIR3DS1,HLA-F
KLRF1,CLEC2B
KMT2E,NCR2
KNG1,GPR135
L1CAM,ALCAM
L1CAM,CD9
L1CAM,PTPRZ1
LEAP2,GHSR
LGALS1,CD69
LGALS3,LAG3
LGI1,ADAM11
LGI1,ADAM22
LGI1,ADAM23
LGI1,RTN4R
LGI2,ADAM11
LGI2,ADAM22
LGI2,ADAM23
LGI3,ADAM22
LGI3,ADAM23
LGI3,FLOT1
LGI3,STX1A
LGI4,ADAM11
LGI4,ADAM22
LGI4,ADAM23
LILRB4,LAIR1
LRFN3,LRFN3
LRFN5,LRFN5
LTF,LRP11
LY86,CD180
LY9,LY9
MATN1,ITGB1
MCAM,MCAM
MDK,NOTCH2
MELTF,PLG
MMRN2,CD248
MMRN2,CD93
MMRN2,CLEC14A
MRC1,PTPRC
MSMP,CCR2
MUC1,SIGLEC9
MUC2,AGR2
MYL9,CD69
MYOC,FZD1
MYOC,FZD10
MYOC,FZD3
MYOC,FZD4
MYOC,FZD7
NCAM1,PTPRZ1
NCAM1,ROBO3
NECTIN1,NECTIN1
NECTIN2,CD96
NECTIN2,NECTIN2
NECTIN2,PVRIG
NECTIN3,CADM1
NECTIN3,CADM3
NECTIN3,NECTIN3
NECTIN4,NECTIN4
NECTIN4,TIGIT
NODAL,CFC1
NODAL,TDGF1
NTN1,MCAM
NTRK3,PTPRD
NTRK3,PTPRF
NTRK3,PTPRS
OMG,TNFRSF1B
PCNA,NCR2
PDCD1LG2,RGMB
PDPN,CLEC1B
PGLYRP1,TREM1
PLA2G2A,ITGA4
PLA2G2A,ITGA5
PLA2G2A,ITGAV
PLA2G2A,ITGB1
PLA2G2A,ITGB3
POSTN,PTK7
PRG4,TLR2
PRG4,TLR4
PROC,TEK
PTDSS1,JMJD6
PTDSS1,SCARB1
PTN,PLXNB2
PTPRK,PTPRK
PTPRZ1,L1CAM
PTPRZ1,NCAM1
PVR,NECTIN3
PVR,PVRIG
QRFP,P2RY14
ROBO1,ROBO1
ROBO2,ROBO2
RPS19,C5AR1
RSPO2,RNF43
RTN4,S1PR2
SAA1,CD36
SDC2,PTPRJ
SECTM1,CD7
SELPLG,SIGLEC5
SEMA4A,LILRB2
SERPINC1,LRP1
SERPINF1,PLXDC1
SERPINF1,PLXDC2
SERPING1,LRP1
SERTAD1,AR
SFTPD,LAIR1
SIRPA,CD47
SIRPB2,CD47
SIRPG,CD47
SLAMF1,SLAMF1
SLAMF6,SLAMF6
SLAMF7,SLAMF7
SLIT1,ROBO2
SLIT1,SDC1
SLIT2,APP
SLIT3,ROBO4
SLITRK3,PTPRS
SLITRK5,PTPRD
SLPI,PLSCR1
SNCA,LAG3
SOST,LRP4
SOSTDC1,LRP4
SPON1,APP
SPON1,LRP8
SPON2,ITGA4
SPON2,ITGA5
SPON2,ITGB1
SPX,GALR3
TCN1,CD320
TFF2,CXCR4
TFF3,ACKR3
TFF3,CXCR4
TGFB1,VASN
THBS1,PTPRJ
TIMD4,HAVCR1
TNC,PTPRZ1
TNFRSF14,BTLA
TNFRSF14,CD160
TNFSF12,CD163
TOR2A,ATP5F1B
VEGFC,VIPR2
WNT1,FZD10
WNT1,FZD2
WNT1,FZD4
WNT10A,FZD1
WNT10A,FZD8
WNT10B,FZD7
WNT16,FZD2
WNT16,LRP5
WNT2B,FZD7
WNT3A,FZD10
WNT6,FZD7
WNT7A,FZD1
WNT7B,FZD5
WNT7B,FZD8
WNT8A,FZD4
WNT8A,FZD5
WNT8A,FZD8
WNT9A,FZD10
WNT9A,FZD4
WNT9B,FZD10
WNT9B,FZD4
WNT9B,FZD5
WNT9B,FZD8
YBX1,NOTCH1
ZG16B,TLR6
ZP3,CHRNA7
ZP3,MERTK
MMP9_TIMP1,LRP1
LTA_LTB,LTBR
ITGA5_ITGB1,ADGRE5
IL12A_IL27,IL12RB2_IL27RA
IGHG1_IGLC1,FCGR2B
IGHG1_IGLC1,FCGR3B
BMP15_GDF9,ACVR1B_BMPR1B_BMPR2
FLRT2_UNC5D,ADGRL3
FGA_FGB_FGG,TLR4
CSF1_IL34,CSF1R
CLCF1_CRLF1,CNTFR_IL6ST
ZG16B,CXCR4_TLR2
FGF2,FGFR1_TGFBR3
WNT7A,ADGRA2_FZD5_LRP6_RECK
WNT7B,ADGRA2_FZD5_LRP6_RECK
WNT7A,ADGRA2_FZD5_LRP5_RECK
WNT7B,ADGRA2_FZD5_LRP5_RECK
ADM,CALCRL_RAMP3
IAPP,CALCRL_RAMP3
ADM,CALCR_RAMP2
IAPP,CALCRL_RAMP2
IAPP,CALCRL_RAMP1
SEMA3C,NRP1_PLXND1
SEMA3G,NRP2_PLXND1
SEMA3B,NRP1_PLXNA2_PLXNA4
SEMA3B,NRP2_PLXNA2_PLXNA4
SEMA3A,NRP1_PLXNA1_PLXNA4
SEMA4D,MET_PLXNB1
SEMA5A,MET_PLXNB3
WNT5A,FZD1_LRP6
WNT9A,EGFR_FZD9_LRP6
DKK2,KREMEN1_LRP6
DKK4,KREMEN1_LRP6
DKK4,KREMEN2_LRP6
WNT5A,FZD1_LRP5
NRP,FZD4_LRP5
WNT9A,EGFR_FZD9_LRP5
PLAUR,ITGAV_ITGB5
FCER2,ITGAV_ITGB5
ADAM9,ITGAV_ITGB5
NID1,ITGAV_ITGB3
FBN1,ITGAV_ITGB3
EDIL3,ITGAV_ITGB3
ICAM5,ITGAL_ITGB2
HP,ITGAM_ITGB2
TIMP1,CD63_ITGB1
ADAM9,ITGA1_ITGB1
CSPG4,ITGA2_ITGB1
TIMP2,ITGA3_ITGB1
ADAM9,ITGA3_ITGB1
CSPG4,ITGA4_ITGB1
CD14,ITGA4_ITGB1
ADAM28,ITGA4_ITGB1
ANGPT1,ITGA5_ITGB1
ADAM17,ITGA5_ITGB1
ADAM9,ITGA6_ITGB1
TSPAN1,ITGA6_ITGB1
PLG,ITGA9_ITGB1
ADAM9,ITGAV_ITGB1
FCER2,CD47_ITGAV_ITGB3
VCAM1,ITGAM_ITGB2
F13A1,ITGA9_ITGB1
FN1,ITGA9_ITGB1
TNC,ITGA7_ITGB1
F13A1,ITGA5_ITGB1
SPON2,ITGA5_ITGB1
SPON2,ITGA4_ITGB1
HSPG2,ITGA2_ITGB1
IL15,IL15RA_IL2RB_IL2RG
GDNF,GFRA2_RET
NRTN,GFRA1_RET
EGF,ERBB2_ERBB4
BTC,ERBB2_ERBB3
EGF,ERBB2_ERBB3
SEMA4D,ERBB2_PLXNB1
EPO,CSF2RB_EPOR
NODAL,ACVR1B_ACVR2B
NODAL,ACVR1C_ACVR2B
GDF1,ACVR1C_ACVR2B
GDF3,ACVR1C_ACVR2B
BMP10,ACVR2B_ACVRL1
GDF2,ACVR2B_ACVRL1
NODAL,ACVR1B_ACVR2A
GDF1,ACVR1B_ACVR2A
GDF3,ACVR1B_ACVR2A
NODAL,ACVR1C_ACVR2A
GDF1,ACVR1C_ACVR2A
GDF3,ACVR1C_ACVR2A
TGFB1,ACVR1_TGFBR1
TGFB2,ACVR1_TGFBR1
TGFB3,ACVR1_TGFBR1
CCL4L1,ACKR2
RTN4RL1,ADGRB1
RTN4RL2,ADGRB1
SHANK2,ADGRL1
FLRT3,ADGRL1
DEFB4A,CCR2
DEFB4B,CCR2
DEFB106B,CCR2
CCL26,CCR5
CXCL11,CCR5
HLA-C,CD160
HLA-G,CD160
PECAM1,CD177
JAML,CD320
LY6H,CD36
NRN1,CD36
SCRG1,CD36
VWC2L,CD36
CD72,CD5
IL16,CD9
FCER2,CDH2
CEACAM1,CEACAM1
CELSR2,CELSR2
CELSR3,CELSR3
CD44,CSPG4
CCL26,CX3CR1
ICAM5,DCC
IGFBP7,DCC
IGFBPL1,DCC
LTF,DCC
PSG7,DCC
WFIKKN2,DCC
COL4A1,DDR1
COL4A2,DDR1
COL4A3,DDR1
COL4A4,DDR1
COL4A5,DDR1
COL4A6,DDR1
COL5A1,DDR1
COL5A3,DDR1
COL6A1,DDR1
COL6A2,DDR1
COL6A3,DDR1
COL6A5,DDR1
COL6A6,DDR1
COL8A1,DDR1
COL1A2,DDR1
COL1A2,DDR2
PSG7,DSCAM
PSG9,DSCAM
L1CAM,ERBB4
IL1RAPL2,FGFR3
TGFBR3,FGFR4
CLEC4M,ICAM3
ICAM5,IGDCC3
IGFBP7,IGDCC3
IGFBPL1,IGDCC3
LTF,IGDCC3
WFIKKN2,IGDCC3
ICAM5,IGDCC4
IGFBP7,IGDCC4
IGFBPL1,IGDCC4
LTF,IGDCC4
WFIKKN2,IGDCC4
IL1F10,IL1RAPL1
IL1F10,IL1RAPL2
ICAM5,IL6R
IGFBP7,IL6R
IGFBPL1,IL6R
LTF,IL6R
WFIKKN2,IL6R
CD1B,IL6ST
ICAM5,ISLR2
IGFBP7,ISLR2
IGFBPL1,ISLR2
LEP,ISLR2
LTF,ISLR2
WFIKKN2,ISLR2
DCN,KDR
BSG,KDR
TAFA2,KIR2DL5A
PVR,KIR2DL5B
HLA-A,KIR2DS2
HLA-C,KIR2DS2
HLA-A,KIR2DS4
TAFA2,KIR3DL1
TAFA2,KIR3DL2
HHLA2,KIR3DL3
TAFA2,KIR3DL3
HLA-B,KIR3DS1
HLA-DPA1,LAG3
HLA-DPA2,LAG3
HLA-DPA3,LAG3
HLA-DPB1,LAG3
HLA-DPB2,LAG3
HLA-DQA1,LAG3
HLA-DQA2,LAG3
HLA-DQB1,LAG3
HLA-DQB2,LAG3
HLA-DQB3,LAG3
HLA-DRA,LAG3
HLA-DRB1,LAG3
HLA-DRB2,LAG3
HLA-DRB3,LAG3
HLA-DRB4,LAG3
HLA-DRB5,LAG3
HLA-DRB6,LAG3
HLA-DRB7,LAG3
HLA-DRB8,LAG3
HLA-DRB9,LAG3
LAIR1,LAIR1
LGALS1,LGALS1
PTN,MFRP
SIGLEC9,MUC1
ICAM5,NEO1
IGFBP7,NEO1
IGFBPL1,NEO1
LTF,NEO1
OSTN,NPR2
FGFR1,NRP1
TIE1,NTRK1
CLEC1B,PDPN
EZR,PDPN
MSN,PDPN
ICAM5,PRTG
IGFBP7,PRTG
IGFBPL1,PRTG
LTF,PRTG
WFIKKN2,PRTG
GAS1,PTPRA
IL1RAP,PTPRD
LRFN1,PTPRD
LRFN2,PTPRD
LRFN3,PTPRD
OMG,PTPRD
LRFN1,PTPRF
LRFN2,PTPRF
OMG,PTPRF
SCD2,PTPRJ
DSCAM,PTPRM
DSCAML1,PTPRM
IL1RAP,PTPRS
IL1RAPL2,PTPRS
LRFN1,PTPRS
LRFN2,PTPRS
LRFN3,PTPRS
OMG,PTPRS
DSCAM,PTPRT
DSCAML1,PTPRT
OMG,PTPRU
OSTN,PTPRU
PTN,ROR1
WNT3A,ROR2
TGFB1,SCD2
VTN,SDC4
IL1F10,SIGIRR
SMOC1,SMOC2
TXLNA,STX1A
TXLNA,STX3
TXLNA,STX4
LECT2,TIE1
SFTPA2,TLR2
DEFB4B,TLR4
APP,SLC45A3
BDNF,DDR1
BDNF,NGFRAP1
BMP2,HFE2
BMP4,HFE2
BMP5,HFE2
C1orf112,PLSCR4
C1orf194,PLSCR4
C6orf15,DDR1
CALM1,ABCA1
CALM1,PLPP6
CALM2,ABCA1
CALM3,ABCA1
CALM3,PLPP6
CCL18,C14orf1
CCL23,ADRA2A
CCL23,GRM7
CCL23,MTNR1A
CD36,TLR4
CD36,TLR6
CELA3B,CHRM3
CGA,SIRPA
CGB3,SIRPA
CLEC3A,CLEC2B
COL2A1,OR1E1
CTGF,ERBB4
CTGF,ITGA5
CTGF,ITGAM
CTGF,ITGB2
CTGF,LRP1
CTGF,LRP6
CTGF,NTRK1
CXCL13,HTR2A
CYR61,CAV1
