,ligand,receptor,Source,evidence,type,LR
201,WNT3,FZD1&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD1&LRP5
202,WNT3,FZD10&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD10&LRP5
203,WNT3,FZD2&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD2&LRP5
204,WNT3,FZD3&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD3&LRP5
205,WNT3,FZD4&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD4&LRP5
206,WNT3,FZD5&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD5&LRP5
207,WNT3,FZD6&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD6&LRP5
208,WNT3,FZD7&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD7&LRP5
209,WNT3,FZD8&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD8&LRP5
210,WNT3,FZD9&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD9&LRP5
211,WNT3A,FZD1&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD1&LRP5
212,WNT3A,FZD10&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD10&LRP5
213,WNT3A,FZD2&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD2&LRP5
214,WNT3A,FZD3&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD3&LRP5
215,WNT3A,FZD4&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD4&LRP5
216,WNT3A,FZD5&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD5&LRP5
217,WNT3A,FZD6&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD6&LRP5
218,WNT3A,FZD7&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD7&LRP5
219,WNT3A,FZD8&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD8&LRP5
220,WNT3A,FZD9&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD9&LRP5
221,WNT4,FZD1&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD1&LRP5
222,WNT4,FZD10&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD10&LRP5
223,WNT4,FZD2&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD2&LRP5
224,WNT4,FZD3&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD3&LRP5
225,WNT4,FZD4&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD4&LRP5
226,WNT4,FZD5&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD5&LRP5
227,WNT4,FZD6&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD6&LRP5
228,WNT4,FZD7&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD7&LRP5
229,WNT4,FZD8&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD8&LRP5
230,WNT4,FZD9&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD9&LRP5
231,WNT6,FZD1&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD1&LRP5
232,WNT6,FZD10&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD10&LRP5
233,WNT6,FZD2&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD2&LRP5
234,WNT6,FZD3&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD3&LRP5
235,WNT6,FZD4&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD4&LRP5
236,WNT6,FZD5&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD5&LRP5
237,WNT6,FZD6&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD6&LRP5
238,WNT6,FZD7&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD7&LRP5
239,WNT6,FZD8&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD8&LRP5
240,WNT6,FZD9&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD9&LRP5
241,WNT7A,FZD1&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD1&LRP5
242,WNT7A,FZD10&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD10&LRP5
243,WNT7A,FZD2&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD2&LRP5
244,WNT7A,FZD3&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD3&LRP5
245,WNT7A,FZD4&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD4&LRP5
246,WNT7A,FZD5&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD5&LRP5
247,WNT7A,FZD6&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD6&LRP5
248,WNT7A,FZD7&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD7&LRP5
249,WNT7A,FZD8&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD8&LRP5
250,WNT7A,FZD9&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD9&LRP5
251,WNT7B,FZD1&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B_FZD1&LRP5
252,WNT7B,FZD10&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B_FZD10&LRP5
253,WNT7B,FZD2&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B_FZD2&LRP5
254,WNT7B,FZD3&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B_FZD3&LRP5
255,WNT7B,FZD4&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B_FZD4&LRP5
256,WNT7B,FZD5&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B_FZD5&LRP5
257,WNT7B,FZD6&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B_FZD6&LRP5
258,WNT7B,FZD7&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B_FZD7&LRP5
259,WNT7B,FZD8&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B_FZD8&LRP5
260,WNT7B,FZD9&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7B_FZD9&LRP5
261,WNT8A,FZD1&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A_FZD1&LRP5
262,WNT8A,FZD10&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A_FZD10&LRP5
263,WNT8A,FZD2&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A_FZD2&LRP5
264,WNT8A,FZD3&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A_FZD3&LRP5
265,WNT8A,FZD4&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A_FZD4&LRP5
266,WNT8A,FZD5&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A_FZD5&LRP5
267,WNT8A,FZD6&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A_FZD6&LRP5
268,WNT8A,FZD7&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A_FZD7&LRP5
269,WNT8A,FZD8&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A_FZD8&LRP5
270,WNT8A,FZD9&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8A_FZD9&LRP5
271,WNT8B,FZD1&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B_FZD1&LRP5
272,WNT8B,FZD10&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B_FZD10&LRP5
273,WNT8B,FZD2&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B_FZD2&LRP5
274,WNT8B,FZD3&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B_FZD3&LRP5
275,WNT8B,FZD4&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B_FZD4&LRP5
276,WNT8B,FZD5&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B_FZD5&LRP5
277,WNT8B,FZD6&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B_FZD6&LRP5
278,WNT8B,FZD7&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B_FZD7&LRP5
279,WNT8B,FZD8&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B_FZD8&LRP5
280,WNT8B,FZD9&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT8B_FZD9&LRP5
281,WNT9A,FZD1&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A_FZD1&LRP5
282,WNT9A,FZD10&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A_FZD10&LRP5
283,WNT9A,FZD2&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A_FZD2&LRP5
284,WNT9A,FZD3&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A_FZD3&LRP5
285,WNT9A,FZD4&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A_FZD4&LRP5
286,WNT9A,FZD5&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A_FZD5&LRP5
287,WNT9A,FZD6&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A_FZD6&LRP5
288,WNT9A,FZD7&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A_FZD7&LRP5
289,WNT9A,FZD8&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A_FZD8&LRP5
290,WNT9A,FZD9&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9A_FZD9&LRP5
291,WNT9B,FZD1&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B_FZD1&LRP5
292,WNT9B,FZD10&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B_FZD10&LRP5
293,WNT9B,FZD2&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B_FZD2&LRP5
294,WNT9B,FZD3&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B_FZD3&LRP5
295,WNT9B,FZD4&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B_FZD4&LRP5
296,WNT9B,FZD5&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B_FZD5&LRP5
297,WNT9B,FZD6&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B_FZD6&LRP5
298,WNT9B,FZD7&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B_FZD7&LRP5
299,WNT9B,FZD8&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B_FZD8&LRP5
300,WNT9B,FZD9&LRP5,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT9B_FZD9&LRP5
301,WNT1,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1_FZD1&LRP6
302,WNT1,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1_FZD10&LRP6
303,WNT1,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1_FZD2&LRP6
304,WNT1,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1_FZD3&LRP6
305,WNT1,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1_FZD4&LRP6
306,WNT1,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1_FZD5&LRP6
307,WNT1,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1_FZD6&LRP6
308,WNT1,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1_FZD7&LRP6
309,WNT1,FZD8&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1_FZD8&LRP6
310,WNT1,FZD9&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1_FZD9&LRP6
311,WNT10A,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A_FZD1&LRP6
312,WNT10A,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A_FZD10&LRP6
313,WNT10A,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A_FZD2&LRP6
314,WNT10A,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A_FZD3&LRP6
315,WNT10A,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A_FZD4&LRP6
316,WNT10A,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A_FZD5&LRP6
317,WNT10A,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A_FZD6&LRP6
318,WNT10A,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A_FZD7&LRP6
319,WNT10A,FZD8&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A_FZD8&LRP6
320,WNT10A,FZD9&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A_FZD9&LRP6
321,WNT10B,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B_FZD1&LRP6
322,WNT10B,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B_FZD10&LRP6
323,WNT10B,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B_FZD2&LRP6
324,WNT10B,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B_FZD3&LRP6
325,WNT10B,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B_FZD4&LRP6
326,WNT10B,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B_FZD5&LRP6
327,WNT10B,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B_FZD6&LRP6
328,WNT10B,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B_FZD7&LRP6
329,WNT10B,FZD8&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B_FZD8&LRP6
330,WNT10B,FZD9&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B_FZD9&LRP6
331,WNT16,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16_FZD1&LRP6
332,WNT16,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16_FZD10&LRP6
333,WNT16,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16_FZD2&LRP6
334,WNT16,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16_FZD3&LRP6
335,WNT16,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16_FZD4&LRP6
336,WNT16,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16_FZD5&LRP6
337,WNT16,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16_FZD6&LRP6
338,WNT16,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16_FZD7&LRP6
339,WNT16,FZD8&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16_FZD8&LRP6
340,WNT16,FZD9&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16_FZD9&LRP6
341,WNT2,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2_FZD1&LRP6
342,WNT2,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2_FZD10&LRP6
343,WNT2,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2_FZD2&LRP6
344,WNT2,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2_FZD3&LRP6
345,WNT2,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2_FZD4&LRP6
346,WNT2,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2_FZD5&LRP6
347,WNT2,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2_FZD6&LRP6
348,WNT2,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2_FZD7&LRP6
349,WNT2,FZD8&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2_FZD8&LRP6
350,WNT2,FZD9&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2_FZD9&LRP6
351,WNT2B,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B_FZD1&LRP6
352,WNT2B,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B_FZD10&LRP6
353,WNT2B,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B_FZD2&LRP6
354,WNT2B,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B_FZD3&LRP6
355,WNT2B,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B_FZD4&LRP6
356,WNT2B,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B_FZD5&LRP6
357,WNT2B,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B_FZD6&LRP6
358,WNT2B,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B_FZD7&LRP6
359,WNT2B,FZD8&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B_FZD8&LRP6
360,WNT2B,FZD9&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B_FZD9&LRP6
361,WNT3,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD1&LRP6
362,WNT3,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD10&LRP6
363,WNT3,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD2&LRP6
364,WNT3,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD3&LRP6
365,WNT3,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD4&LRP6
366,WNT3,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD5&LRP6
367,WNT3,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD6&LRP6
368,WNT3,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD7&LRP6
369,WNT3,FZD8&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD8&LRP6
370,WNT3,FZD9&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3_FZD9&LRP6
371,WNT3A,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD1&LRP6
372,WNT3A,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD10&LRP6
373,WNT3A,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD2&LRP6
374,WNT3A,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD3&LRP6
375,WNT3A,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD4&LRP6
376,WNT3A,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD5&LRP6
377,WNT3A,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD6&LRP6
378,WNT3A,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD7&LRP6
379,WNT3A,FZD8&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD8&LRP6
380,WNT3A,FZD9&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT3A_FZD9&LRP6
381,WNT4,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD1&LRP6
382,WNT4,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD10&LRP6
383,WNT4,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD2&LRP6
384,WNT4,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD3&LRP6
385,WNT4,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD4&LRP6
386,WNT4,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD5&LRP6
387,WNT4,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD6&LRP6
388,WNT4,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD7&LRP6
389,WNT4,FZD8&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD8&LRP6
390,WNT4,FZD9&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT4_FZD9&LRP6
391,WNT6,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD1&LRP6
392,WNT6,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD10&LRP6
393,WNT6,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD2&LRP6
394,WNT6,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD3&LRP6
395,WNT6,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD4&LRP6
396,WNT6,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD5&LRP6
397,WNT6,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD6&LRP6
398,WNT6,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD7&LRP6
399,WNT6,FZD8&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD8&LRP6
400,WNT6,FZD9&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT6_FZD9&LRP6
401,WNT7A,FZD1&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD1&LRP6
402,WNT7A,FZD10&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD10&LRP6
403,WNT7A,FZD2&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD2&LRP6
404,WNT7A,FZD3&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD3&LRP6
405,WNT7A,FZD4&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD4&LRP6
406,WNT7A,FZD5&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD5&LRP6
407,WNT7A,FZD6&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD6&LRP6
408,WNT7A,FZD7&LRP6,CellChat,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT7A_FZD7&LRP6
